_id,WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
27456,20200712,S08000022,"",2,Planned,"",10,35.5,-71.8
27457,20200712,S08000022,"",3,Planned,"",47,67.5,-30.4
27458,20200712,S08000022,"",4,Planned,"",21,40.5,-48.1
27459,20200712,S08000024,"",1,Planned,"",52,85.5,-39.2
27460,20200712,S08000024,"",2,Planned,"",76,124.5,-39
27461,20200712,S08000024,"",3,Planned,"",70,93.5,-25.1
27462,20200712,S08000024,"",4,Planned,"",47,96,-51
27463,20200712,S08000024,"",5,Planned,"",68,124,-45.2
27464,20200712,S08000026,"",4,Planned,"",5,1.5,233.3
27465,20200712,S08000028,"",3,Planned,"",22,11.5,91.3
27466,20200712,S08000029,"",1,Planned,"",14,20,-30
27467,20200712,S08000029,"",2,Planned,"",24,27,-11.1
27468,20200712,S08000029,"",3,Planned,"",13,28,-53.6
27469,20200712,S08000029,"",4,Planned,"",17,19.5,-12.8
27470,20200712,S08000029,"",5,Planned,"",11,19,-42.1
27471,20200712,S08000030,"",1,Planned,"",23,42,-45.2
27472,20200712,S08000030,"",2,Planned,"",24,43.5,-44.8
27473,20200712,S08000030,"",3,Planned,"",24,38.5,-37.7
27474,20200712,S08000030,"",4,Planned,"",44,46,-4.3
27475,20200712,S08000030,"",5,Planned,"",21,39.5,-46.8
27476,20200712,S08000031,"",1,Planned,"",271,473,-42.7
27477,20200712,S08000031,"",2,Planned,"",168,239,-29.7
27478,20200712,S08000031,"",3,Planned,"",119,204.5,-41.8
27479,20200712,S08000031,"",4,Planned,"",105,171.5,-38.8
27480,20200712,S08000031,"",5,Planned,"",123,210.5,-41.6
27481,20200712,S08000032,"",1,Planned,"",36,71.5,-49.7
27482,20200712,S08000032,"",2,Planned,"",45,58,-22.4
27483,20200712,S08000032,"",3,Planned,"",20,40,-50
27484,20200712,S08000032,"",4,Planned,"",14,34,-58.8
27485,20200712,S08000032,"",5,Planned,"",19,28.5,-33.3
27486,20200712,S92000003,d,1,Planned,"",477,873.5,-45.4
27487,20200712,S92000003,d,2,Planned,"",436,748,-41.7
27488,20200712,S92000003,d,3,Planned,"",450,717.5,-37.3
27489,20200712,S92000003,d,4,Planned,"",367,619.5,-40.8
27490,20200712,S92000003,d,5,Planned,"",310,577,-46.3
27491,20200712,NA,NA,1,Planned,"",35,49.5,-29.3
27492,20200712,NA,NA,2,Planned,"",21,44.5,-52.8
27493,20200712,NA,NA,3,Planned,"",25,43,-41.9
27494,20200712,NA,NA,4,Planned,"",26,40,-35
27495,20200712,NA,NA,5,Planned,"",18,31.5,-42.9
27496,20200719,S08000015,"",1,Planned,"",15,32,-53.1
27497,20200719,S08000015,"",2,Planned,"",13,20,-35
27498,20200719,S08000015,"",3,Planned,"",6,12,-50
27499,20200719,S08000015,"",4,Planned,"",9,15.5,-41.9
27500,20200719,S08000016,"",2,Planned,"",8,4,100
27501,20200719,S08000016,"",3,Planned,"",7,19,-63.2
27502,20200719,S08000016,"",4,Planned,"",5,14.5,-65.5
27503,20200719,S08000017,"",1,Planned,"",8,5.5,45.5
27504,20200719,S08000017,"",2,Planned,"",17,28,-39.3
27505,20200719,S08000017,"",3,Planned,"",11,34.5,-68.1
27506,20200719,S08000017,"",4,Planned,"",9,11,-18.2
27507,20200719,S08000019,"",1,Planned,"",15,29,-48.3
27508,20200719,S08000019,"",2,Planned,"",24,31.5,-23.8
27509,20200719,S08000019,"",3,Planned,"",13,33.5,-61.2
27510,20200719,S08000019,"",4,Planned,"",17,28.5,-40.4
27511,20200719,S08000019,"",5,Planned,"",13,24,-45.8
27512,20200719,S08000020,"",1,Planned,"",8,21,-61.9
27513,20200719,S08000020,"",2,Planned,"",35,67,-47.8
27514,20200719,S08000020,"",3,Planned,"",33,77.5,-57.4
27515,20200719,S08000020,"",4,Planned,"",46,105,-56.2
27516,20200719,S08000020,"",5,Planned,"",32,66,-51.5
27517,20200719,S08000022,"",1,Planned,"",10,18.5,-45.9
27518,20200719,S08000022,"",2,Planned,"",25,30,-16.7
27519,20200719,S08000022,"",3,Planned,"",37,63.5,-41.7
27520,20200719,S08000022,"",4,Planned,"",24,45,-46.7
27521,20200719,S08000022,"",5,Planned,"",7,9,-22.2
27522,20200719,S08000024,"",1,Planned,"",37,80,-53.8
27523,20200719,S08000024,"",2,Planned,"",77,129.5,-40.5
27524,20200719,S08000024,"",3,Planned,"",70,114.5,-38.9
27525,20200719,S08000024,"",4,Planned,"",53,99.5,-46.7
27526,20200719,S08000024,"",5,Planned,"",57,119,-52.1
27527,20200719,S08000028,"",3,Planned,"",16,13,23.1
27528,20200719,S08000029,"",1,Planned,"",20,31,-35.5
27529,20200719,S08000029,"",2,Planned,"",21,32.5,-35.4
27530,20200719,S08000029,"",3,Planned,"",15,24,-37.5
27531,20200719,S08000029,"",4,Planned,"",16,19.5,-17.9
27532,20200719,S08000029,"",5,Planned,"",15,19.5,-23.1
27533,20200719,S08000030,"",1,Planned,"",28,46,-39.1
27534,20200719,S08000030,"",2,Planned,"",28,41,-31.7
27535,20200719,S08000030,"",3,Planned,"",20,48.5,-58.8
27536,20200719,S08000030,"",4,Planned,"",37,68.5,-46
27537,20200719,S08000030,"",5,Planned,"",25,41,-39
27538,20200719,S08000031,"",1,Planned,"",308,395,-22
27539,20200719,S08000031,"",2,Planned,"",180,241.5,-25.5
27540,20200719,S08000031,"",3,Planned,"",131,205,-36.1
27541,20200719,S08000031,"",4,Planned,"",118,169,-30.2
27542,20200719,S08000031,"",5,Planned,"",139,198,-29.8
27543,20200719,S08000032,"",1,Planned,"",45,65.5,-31.3
27544,20200719,S08000032,"",2,Planned,"",36,56.5,-36.3
27545,20200719,S08000032,"",3,Planned,"",21,38.5,-45.5
27546,20200719,S08000032,"",4,Planned,"",32,31.5,1.6
27547,20200719,S08000032,"",5,Planned,"",9,22,-59.1
27548,20200719,S92000003,d,1,Planned,"",538,780,-31
27549,20200719,S92000003,d,2,Planned,"",502,724.5,-30.7
27550,20200719,S92000003,d,3,Planned,"",414,733.5,-43.6
27551,20200719,S92000003,d,4,Planned,"",387,651.5,-40.6
27552,20200719,S92000003,d,5,Planned,"",314,542,-42.1
27553,20200719,NA,NA,1,Planned,"",42,53.5,-21.5
27554,20200719,NA,NA,2,Planned,"",34,38,-10.5
27555,20200719,NA,NA,3,Planned,"",31,45,-31.1
27556,20200719,NA,NA,4,Planned,"",18,36.5,-50.7
27557,20200719,NA,NA,5,Planned,"",13,30.5,-57.4
27558,20200726,S08000015,"",1,Planned,"",15,25.5,-41.2
27559,20200726,S08000015,"",2,Planned,"",9,20,-55
27560,20200726,S08000015,"",3,Planned,"",7,17,-58.8
27561,20200726,S08000016,"",3,Planned,"",7,16,-56.2
27562,20200726,S08000016,"",5,Planned,"",5,3,66.7
27563,20200726,S08000017,"",1,Planned,"",6,7.5,-20
27564,20200726,S08000017,"",2,Planned,"",19,26,-26.9
27565,20200726,S08000017,"",3,Planned,"",24,30,-20
27566,20200726,S08000017,"",4,Planned,"",8,16,-50
27567,20200726,S08000019,"",1,Planned,"",38,38.5,-1.3
27568,20200726,S08000019,"",2,Planned,"",39,45.5,-14.3
27569,20200726,S08000019,"",3,Planned,"",51,39,30.8
27570,20200726,S08000019,"",4,Planned,"",32,26,23.1
27571,20200726,S08000019,"",5,Planned,"",28,20.5,36.6
27572,20200726,S08000020,"",1,Planned,"",6,24,-75
27573,20200726,S08000020,"",2,Planned,"",18,65,-72.3
27574,20200726,S08000020,"",3,Planned,"",32,63.5,-49.6
27575,20200726,S08000020,"",4,Planned,"",62,100.5,-38.3
27576,20200726,S08000020,"",5,Planned,"",33,79,-58.2
27577,20200726,S08000022,"",1,Planned,"",13,20.5,-36.6
27578,20200726,S08000022,"",2,Planned,"",24,33.5,-28.4
27579,20200726,S08000022,"",3,Planned,"",35,76.5,-54.2
27580,20200726,S08000022,"",4,Planned,"",28,52,-46.2
27581,20200726,S08000024,"",1,Planned,"",45,78,-42.3
27582,20200726,S08000024,"",2,Planned,"",81,137.5,-41.1
27583,20200726,S08000024,"",3,Planned,"",60,116.5,-48.5
27584,20200726,S08000024,"",4,Planned,"",57,97,-41.2
27585,20200726,S08000024,"",5,Planned,"",76,129,-41.1
27586,20200726,S08000029,"",1,Planned,"",17,31.5,-46
27587,20200726,S08000029,"",2,Planned,"",24,25.5,-5.9
27588,20200726,S08000029,"",3,Planned,"",14,30.5,-54.1
27589,20200726,S08000029,"",4,Planned,"",14,22,-36.4
27590,20200726,S08000029,"",5,Planned,"",15,21,-28.6
27591,20200726,S08000030,"",1,Planned,"",28,40.5,-30.9
27592,20200726,S08000030,"",2,Planned,"",29,31,-6.5
27593,20200726,S08000030,"",3,Planned,"",24,41,-41.5
27594,20200726,S08000030,"",4,Planned,"",35,51,-31.4
27595,20200726,S08000030,"",5,Planned,"",29,37.5,-22.7
27596,20200726,S08000031,"",1,Planned,"",256,436.5,-41.4
27597,20200726,S08000031,"",2,Planned,"",159,252.5,-37
27598,20200726,S08000031,"",3,Planned,"",105,206,-49
27599,20200726,S08000031,"",4,Planned,"",109,183,-40.4
27600,20200726,S08000031,"",5,Planned,"",124,210,-41
27601,20200726,S08000032,"",1,Planned,"",36,69.5,-48.2
27602,20200726,S08000032,"",2,Planned,"",31,61,-49.2
27603,20200726,S08000032,"",3,Planned,"",25,39,-35.9
27604,20200726,S08000032,"",4,Planned,"",24,42.5,-43.5
27605,20200726,S08000032,"",5,Planned,"",12,19.5,-38.5
27606,20200726,S92000003,d,1,Planned,"",504,834.5,-39.6
27607,20200726,S92000003,d,2,Planned,"",475,756,-37.2
27608,20200726,S92000003,d,3,Planned,"",419,743,-43.6
27609,20200726,S92000003,d,4,Planned,"",407,655.5,-37.9
27610,20200726,S92000003,d,5,Planned,"",364,569.5,-36.1
27611,20200726,NA,NA,1,Planned,"",43,56.5,-23.9
27612,20200726,NA,NA,2,Planned,"",35,40,-12.5
27613,20200726,NA,NA,3,Planned,"",27,50.5,-46.5
27614,20200726,NA,NA,4,Planned,"",25,37.5,-33.3
27615,20200726,NA,NA,5,Planned,"",31,28,10.7
27616,20200802,S08000015,"",1,Planned,"",15,23.5,-36.2
27617,20200802,S08000015,"",2,Planned,"",12,23,-47.8
27618,20200802,S08000015,"",3,Planned,"",14,18,-22.2
27619,20200802,S08000016,"",2,Planned,"",6,10.5,-42.9
27620,20200802,S08000016,"",3,Planned,"",9,16.5,-45.5
27621,20200802,S08000016,"",4,Planned,"",5,8.5,-41.2
27622,20200802,S08000016,"",5,Planned,"",5,5,0
27623,20200802,S08000017,"",2,Planned,"",26,24,8.3
27624,20200802,S08000017,"",3,Planned,"",24,33.5,-28.4
27625,20200802,S08000017,"",5,Planned,"",5,3,66.7
27626,20200802,S08000019,"",1,Planned,"",28,32,-12.5
27627,20200802,S08000019,"",2,Planned,"",24,35.5,-32.4
27628,20200802,S08000019,"",3,Planned,"",23,34,-32.4
27629,20200802,S08000019,"",4,Planned,"",13,23,-43.5
27630,20200802,S08000019,"",5,Planned,"",12,23.5,-48.9
27631,20200802,S08000020,"",1,Planned,"",9,24,-62.5
27632,20200802,S08000020,"",2,Planned,"",26,63,-58.7
27633,20200802,S08000020,"",3,Planned,"",38,82.5,-53.9
27634,20200802,S08000020,"",4,Planned,"",58,99,-41.4
27635,20200802,S08000020,"",5,Planned,"",29,80,-63.7
27636,20200802,S08000022,"",1,Planned,"",11,16.5,-33.3
27637,20200802,S08000022,"",2,Planned,"",22,34,-35.3
27638,20200802,S08000022,"",3,Planned,"",42,59,-28.8
27639,20200802,S08000022,"",4,Planned,"",25,46.5,-46.2
27640,20200802,S08000024,"",1,Planned,"",47,80.5,-41.6
27641,20200802,S08000024,"",2,Planned,"",73,121,-39.7
27642,20200802,S08000024,"",3,Planned,"",65,108,-39.8
27643,20200802,S08000024,"",4,Planned,"",75,106,-29.2
27644,20200802,S08000024,"",5,Planned,"",95,125.5,-24.3
27645,20200802,S08000025,"",4,Planned,"",5,2,150
27646,20200802,S08000029,"",1,Planned,"",16,39,-59
27647,20200802,S08000029,"",2,Planned,"",22,29.5,-25.4
27648,20200802,S08000029,"",3,Planned,"",11,27.5,-60
27649,20200802,S08000029,"",4,Planned,"",13,23.5,-44.7
27650,20200802,S08000029,"",5,Planned,"",16,21,-23.8
27651,20200802,S08000030,"",1,Planned,"",23,50.5,-54.5
27652,20200802,S08000030,"",2,Planned,"",17,43,-60.5
27653,20200802,S08000030,"",3,Planned,"",22,57,-61.4
27654,20200802,S08000030,"",4,Planned,"",23,61,-62.3
27655,20200802,S08000030,"",5,Planned,"",16,45.5,-64.8
27656,20200802,S08000031,"",1,Planned,"",246,466.5,-47.3
27657,20200802,S08000031,"",2,Planned,"",148,271,-45.4
27658,20200802,S08000031,"",3,Planned,"",120,210,-42.9
27659,20200802,S08000031,"",4,Planned,"",102,213,-52.1
27660,20200802,S08000031,"",5,Planned,"",118,231.5,-49
27661,20200802,S08000032,"",1,Planned,"",54,77,-29.9
27662,20200802,S08000032,"",2,Planned,"",37,64.5,-42.6
27663,20200802,S08000032,"",3,Planned,"",30,36,-16.7
27664,20200802,S08000032,"",4,Planned,"",22,37,-40.5
27665,20200802,S08000032,"",5,Planned,"",10,21,-52.4
27666,20200802,S92000003,d,1,Planned,"",498,851,-41.5
27667,20200802,S92000003,d,2,Planned,"",444,772,-42.5
27668,20200802,S92000003,d,3,Planned,"",434,743.5,-41.6
27669,20200802,S92000003,d,4,Planned,"",375,691.5,-45.8
27670,20200802,S92000003,d,5,Planned,"",341,607.5,-43.9
27671,20200802,NA,NA,1,Planned,"",46,36,27.8
27672,20200802,NA,NA,2,Planned,"",28,46.5,-39.8
27673,20200802,NA,NA,3,Planned,"",26,45,-42.2
27674,20200802,NA,NA,4,Planned,"",28,39.5,-29.1
27675,20200802,NA,NA,5,Planned,"",29,33,-12.1
27676,20200809,S08000015,"",1,Planned,"",18,29.5,-39
27677,20200809,S08000015,"",2,Planned,"",10,19,-47.4
27678,20200809,S08000015,"",3,Planned,"",5,18.5,-73
27679,20200809,S08000015,"",4,Planned,"",7,18,-61.1
27680,20200809,S08000015,"",5,Planned,"",18,11.5,56.5
27681,20200809,S08000017,"",2,Planned,"",16,26,-38.5
27682,20200809,S08000017,"",3,Planned,"",17,38.5,-55.8
27683,20200809,S08000017,"",4,Planned,"",10,12.5,-20
27684,20200809,S08000017,"",5,Planned,"",5,2.5,100
27685,20200809,S08000019,"",1,Planned,"",28,51,-45.1
27686,20200809,S08000019,"",2,Planned,"",30,34.5,-13
27687,20200809,S08000019,"",3,Planned,"",24,34.5,-30.4
27688,20200809,S08000019,"",4,Planned,"",19,27,-29.6
27689,20200809,S08000019,"",5,Planned,"",14,34.5,-59.4
27690,20200809,S08000020,"",1,Planned,"",5,18.5,-73
27691,20200809,S08000020,"",2,Planned,"",28,59,-52.5
27692,20200809,S08000020,"",3,Planned,"",27,81,-66.7
27693,20200809,S08000020,"",4,Planned,"",37,96,-61.5
27694,20200809,S08000020,"",5,Planned,"",32,75,-57.3
27695,20200809,S08000022,"",1,Planned,"",9,20.5,-56.1
27696,20200809,S08000022,"",2,Planned,"",17,26,-34.6
27697,20200809,S08000022,"",3,Planned,"",44,69,-36.2
27698,20200809,S08000022,"",4,Planned,"",17,43,-60.5
27699,20200809,S08000022,"",5,Planned,"",9,12.5,-28
27700,20200809,S08000024,"",1,Planned,"",51,82,-37.8
27701,20200809,S08000024,"",2,Planned,"",88,137.5,-36
27702,20200809,S08000024,"",3,Planned,"",58,102.5,-43.4
27703,20200809,S08000024,"",4,Planned,"",94,106.5,-11.7
27704,20200809,S08000024,"",5,Planned,"",88,127,-30.7
27705,20200809,S08000029,"",1,Planned,"",18,28,-35.7
27706,20200809,S08000029,"",2,Planned,"",19,29.5,-35.6
27707,20200809,S08000029,"",3,Planned,"",15,19.5,-23.1
27708,20200809,S08000029,"",4,Planned,"",11,26,-57.7
27709,20200809,S08000029,"",5,Planned,"",14,21,-33.3
27710,20200809,S08000030,"",1,Planned,"",16,42,-61.9
27711,20200809,S08000030,"",2,Planned,"",13,49.5,-73.7
27712,20200809,S08000030,"",3,Planned,"",17,56.5,-69.9
27713,20200809,S08000030,"",4,Planned,"",36,70.5,-48.9
27714,20200809,S08000030,"",5,Planned,"",30,42.5,-29.4
27715,20200809,S08000031,"",1,Planned,"",298,428,-30.4
27716,20200809,S08000031,"",2,Planned,"",156,252,-38.1
27717,20200809,S08000031,"",3,Planned,"",134,202,-33.7
27718,20200809,S08000031,"",4,Planned,"",138,174,-20.7
27719,20200809,S08000031,"",5,Planned,"",134,222,-39.6
27720,20200809,S08000032,"",1,Planned,"",66,65,1.5
27721,20200809,S08000032,"",2,Planned,"",57,59.5,-4.2
27722,20200809,S08000032,"",3,Planned,"",23,39.5,-41.8
27723,20200809,S08000032,"",4,Planned,"",33,38,-13.2
27724,20200809,S08000032,"",5,Planned,"",17,20.5,-17.1
27725,20200809,S92000003,d,1,Planned,"",554,822,-32.6
27726,20200809,S92000003,d,2,Planned,"",474,758.5,-37.5
27727,20200809,S92000003,d,3,Planned,"",398,726,-45.2
27728,20200809,S92000003,d,4,Planned,"",422,662,-36.3
27729,20200809,S92000003,d,5,Planned,"",383,604.5,-36.6
27730,20200809,NA,NA,1,Planned,"",40,48.5,-17.5
27731,20200809,NA,NA,2,Planned,"",34,50,-32
27732,20200809,NA,NA,3,Planned,"",22,39,-43.6
27733,20200809,NA,NA,4,Planned,"",15,36.5,-58.9
27734,20200809,NA,NA,5,Planned,"",22,33.5,-34.3
27735,20200816,S08000015,"",1,Planned,"",14,31.5,-55.6
27736,20200816,S08000015,"",2,Planned,"",14,29.5,-52.5
27737,20200816,S08000015,"",3,Planned,"",11,19.5,-43.6
27738,20200816,S08000015,"",4,Planned,"",7,15,-53.3
27739,20200816,S08000015,"",5,Planned,"",11,11,0
27740,20200816,S08000016,"",2,Planned,"",8,6,33.3
27741,20200816,S08000016,"",3,Planned,"",12,21.5,-44.2
27742,20200816,S08000016,"",4,Planned,"",5,10,-50
27743,20200816,S08000017,"",1,Planned,"",7,4.5,55.6
27744,20200816,S08000017,"",2,Planned,"",15,31,-51.6
27745,20200816,S08000017,"",3,Planned,"",20,29,-31
27746,20200816,S08000017,"",4,Planned,"",10,14.5,-31
27747,20200816,S08000019,"",1,Planned,"",14,36,-61.1
27748,20200816,S08000019,"",2,Planned,"",24,45.5,-47.3
27749,20200816,S08000019,"",3,Planned,"",25,60.5,-58.7
27750,20200816,S08000019,"",4,Planned,"",20,36.5,-45.2
27751,20200816,S08000019,"",5,Planned,"",11,31,-64.5
27752,20200816,S08000020,"",1,Planned,"",18,20.5,-12.2
27753,20200816,S08000020,"",2,Planned,"",18,73,-75.3
27754,20200816,S08000020,"",3,Planned,"",35,80.5,-56.5
27755,20200816,S08000020,"",4,Planned,"",48,101,-52.5
27756,20200816,S08000020,"",5,Planned,"",33,80.5,-59
27757,20200816,S08000022,"",1,Planned,"",10,19.5,-48.7
27758,20200816,S08000022,"",2,Planned,"",23,31,-25.8
27759,20200816,S08000022,"",3,Planned,"",42,77.5,-45.8
27760,20200816,S08000022,"",4,Planned,"",30,52.5,-42.9
27761,20200816,S08000022,"",5,Planned,"",6,8.5,-29.4
27762,20200816,S08000024,"",1,Planned,"",48,73.5,-34.7
27763,20200816,S08000024,"",2,Planned,"",98,130,-24.6
27764,20200816,S08000024,"",3,Planned,"",69,123.5,-44.1
27765,20200816,S08000024,"",4,Planned,"",80,98,-18.4
27766,20200816,S08000024,"",5,Planned,"",93,116,-19.8
27767,20200816,S08000028,"",3,Planned,"",7,11.5,-39.1
27768,20200816,S08000029,"",1,Planned,"",24,31,-22.6
27769,20200816,S08000029,"",2,Planned,"",21,26,-19.2
27770,20200816,S08000029,"",3,Planned,"",19,25.5,-25.5
27771,20200816,S08000029,"",4,Planned,"",14,20.5,-31.7
27772,20200816,S08000029,"",5,Planned,"",16,16,0
27773,20200816,S08000030,"",1,Planned,"",29,38,-23.7
27774,20200816,S08000030,"",2,Planned,"",30,45.5,-34.1
27775,20200816,S08000030,"",3,Planned,"",33,44.5,-25.8
27776,20200816,S08000030,"",4,Planned,"",48,68.5,-29.9
27777,20200816,S08000030,"",5,Planned,"",29,48,-39.6
27778,20200816,S08000031,"",1,Planned,"",300,429.5,-30.2
27779,20200816,S08000031,"",2,Planned,"",206,239.5,-14
27780,20200816,S08000031,"",3,Planned,"",137,214,-36
27781,20200816,S08000031,"",4,Planned,"",108,190,-43.2
27782,20200816,S08000031,"",5,Planned,"",147,229,-35.8
27783,20200816,S08000032,"",1,Planned,"",51,68.5,-25.5
27784,20200816,S08000032,"",2,Planned,"",51,73.5,-30.6
27785,20200816,S08000032,"",3,Planned,"",30,38,-21.1
27786,20200816,S08000032,"",4,Planned,"",26,43,-39.5
27787,20200816,S08000032,"",5,Planned,"",12,21.5,-44.2
27788,20200816,S92000003,d,1,Planned,"",549,802.5,-31.6
27789,20200816,S92000003,d,2,Planned,"",547,774.5,-29.4
27790,20200816,S92000003,d,3,Planned,"",476,786.5,-39.5
27791,20200816,S92000003,d,4,Planned,"",419,693.5,-39.6
27792,20200816,S92000003,d,5,Planned,"",381,610.5,-37.6
27793,20200816,NA,NA,1,Planned,"",33,47.5,-30.5
27794,20200816,NA,NA,2,Planned,"",39,39,0
27795,20200816,NA,NA,3,Planned,"",33,36,-8.3
27796,20200816,NA,NA,4,Planned,"",18,36.5,-50.7
27797,20200816,NA,NA,5,Planned,"",21,42.5,-50.6
27798,20200823,S08000015,"",1,Planned,"",15,27,-44.4
27799,20200823,S08000015,"",2,Planned,"",9,23,-60.9
27800,20200823,S08000015,"",3,Planned,"",11,23.5,-53.2
27801,20200823,S08000015,"",4,Planned,"",8,17,-52.9
27802,20200823,S08000015,"",5,Planned,"",6,12.5,-52
27803,20200823,S08000016,"",3,Planned,"",7,19,-63.2
27804,20200823,S08000016,"",4,Planned,"",11,10.5,4.8
27805,20200823,S08000017,"",1,Planned,"",12,12,0
27806,20200823,S08000017,"",2,Planned,"",16,20.5,-22
27807,20200823,S08000017,"",3,Planned,"",23,32.5,-29.2
27808,20200823,S08000017,"",4,Planned,"",7,11,-36.4
27809,20200823,S08000017,"",5,Planned,"",9,7.5,20
27810,20200823,S08000019,"",1,Planned,"",29,52,-44.2
27811,20200823,S08000019,"",2,Planned,"",34,58.5,-41.9
27812,20200823,S08000019,"",3,Planned,"",33,55.5,-40.5
27813,20200823,S08000019,"",4,Planned,"",25,45,-44.4
27814,20200823,S08000019,"",5,Planned,"",20,38,-47.4
27815,20200823,S08000020,"",1,Planned,"",14,18,-22.2
27816,20200823,S08000020,"",2,Planned,"",30,52,-42.3
27817,20200823,S08000020,"",3,Planned,"",29,69,-58
27818,20200823,S08000020,"",4,Planned,"",60,119,-49.6
27819,20200823,S08000020,"",5,Planned,"",34,70.5,-51.8
27820,20200823,S08000022,"",1,Planned,"",9,23.5,-61.7
27821,20200823,S08000022,"",2,Planned,"",21,25,-16
27822,20200823,S08000022,"",3,Planned,"",38,73,-47.9
27823,20200823,S08000022,"",4,Planned,"",23,52,-55.8
27824,20200823,S08000024,"",1,Planned,"",63,72,-12.5
27825,20200823,S08000024,"",2,Planned,"",75,139,-46
27826,20200823,S08000024,"",3,Planned,"",75,105,-28.6
27827,20200823,S08000024,"",4,Planned,"",69,106,-34.9
27828,20200823,S08000024,"",5,Planned,"",106,134.5,-21.2
27829,20200823,S08000029,"",1,Planned,"",23,32,-28.1
27830,20200823,S08000029,"",2,Planned,"",15,34.5,-56.5
27831,20200823,S08000029,"",3,Planned,"",22,27.5,-20
27832,20200823,S08000029,"",4,Planned,"",21,21.5,-2.3
27833,20200823,S08000029,"",5,Planned,"",15,19.5,-23.1
27834,20200823,S08000030,"",1,Planned,"",24,48,-50
27835,20200823,S08000030,"",2,Planned,"",37,59.5,-37.8
27836,20200823,S08000030,"",3,Planned,"",24,61,-60.7
27837,20200823,S08000030,"",4,Planned,"",49,62,-21
27838,20200823,S08000030,"",5,Planned,"",24,46.5,-48.4
27839,20200823,S08000031,"",1,Planned,"",346,447.5,-22.7
27840,20200823,S08000031,"",2,Planned,"",190,262,-27.5
27841,20200823,S08000031,"",3,Planned,"",156,226.5,-31.1
27842,20200823,S08000031,"",4,Planned,"",150,205.5,-27
27843,20200823,S08000031,"",5,Planned,"",149,231.5,-35.6
27844,20200823,S08000032,"",1,Planned,"",62,81,-23.5
27845,20200823,S08000032,"",2,Planned,"",47,78,-39.7
27846,20200823,S08000032,"",3,Planned,"",25,48.5,-48.5
27847,20200823,S08000032,"",4,Planned,"",27,35.5,-23.9
27848,20200823,S08000032,"",5,Planned,"",23,28,-17.9
27849,20200823,S92000003,d,1,Planned,"",638,866.5,-26.4
27850,20200823,S92000003,d,2,Planned,"",511,806.5,-36.6
27851,20200823,S92000003,d,3,Planned,"",466,811,-42.5
27852,20200823,S92000003,d,4,Planned,"",475,734.5,-35.3
27853,20200823,S92000003,d,5,Planned,"",409,638,-35.9
27854,20200823,NA,NA,1,Planned,"",39,50.5,-22.8
27855,20200823,NA,NA,2,Planned,"",30,42,-28.6
27856,20200823,NA,NA,3,Planned,"",18,52.5,-65.7
27857,20200823,NA,NA,4,Planned,"",23,38.5,-40.3
27858,20200823,NA,NA,5,Planned,"",17,33.5,-49.3
27859,20200830,S08000015,"",1,Planned,"",16,32.5,-50.8
27860,20200830,S08000015,"",2,Planned,"",15,23.5,-36.2
27861,20200830,S08000015,"",3,Planned,"",16,19.5,-17.9
27862,20200830,S08000015,"",4,Planned,"",7,16.5,-57.6
27863,20200830,S08000015,"",5,Planned,"",8,11.5,-30.4
27864,20200830,S08000016,"",2,Planned,"",6,5.5,9.1
27865,20200830,S08000016,"",3,Planned,"",8,17,-52.9
27866,20200830,S08000017,"",2,Planned,"",24,15.5,54.8
27867,20200830,S08000017,"",3,Planned,"",24,30,-20
27868,20200830,S08000017,"",4,Planned,"",12,9,33.3
27869,20200830,S08000019,"",1,Planned,"",28,33.5,-16.4
27870,20200830,S08000019,"",2,Planned,"",30,55,-45.5
27871,20200830,S08000019,"",3,Planned,"",32,46.5,-31.2
27872,20200830,S08000019,"",4,Planned,"",35,33.5,4.5
27873,20200830,S08000019,"",5,Planned,"",25,34,-26.5
27874,20200830,S08000020,"",1,Planned,"",12,15,-20
27875,20200830,S08000020,"",2,Planned,"",34,61.5,-44.7
27876,20200830,S08000020,"",3,Planned,"",43,72.5,-40.7
27877,20200830,S08000020,"",4,Planned,"",52,116.5,-55.4
27878,20200830,S08000020,"",5,Planned,"",41,80,-48.8
27879,20200830,S08000022,"",1,Planned,"",11,17.5,-37.1
27880,20200830,S08000022,"",2,Planned,"",21,28.5,-26.3
27881,20200830,S08000022,"",3,Planned,"",40,71,-43.7
27882,20200830,S08000022,"",4,Planned,"",28,52,-46.2
27883,20200830,S08000022,"",5,Planned,"",6,10,-40
27884,20200830,S08000024,"",1,Planned,"",51,85,-40
27885,20200830,S08000024,"",2,Planned,"",97,136,-28.7
27886,20200830,S08000024,"",3,Planned,"",83,103,-19.4
27887,20200830,S08000024,"",4,Planned,"",83,89,-6.7
27888,20200830,S08000024,"",5,Planned,"",90,128,-29.7
27889,20200830,S08000029,"",1,Planned,"",19,34.5,-44.9
27890,20200830,S08000029,"",2,Planned,"",19,31.5,-39.7
27891,20200830,S08000029,"",3,Planned,"",14,25,-44
27892,20200830,S08000029,"",4,Planned,"",11,27,-59.3
27893,20200830,S08000029,"",5,Planned,"",15,23,-34.8
27894,20200830,S08000030,"",1,Planned,"",20,62,-67.7
27895,20200830,S08000030,"",2,Planned,"",33,51.5,-35.9
27896,20200830,S08000030,"",3,Planned,"",33,60.5,-45.5
